140_PP 140_485 CC,Center,Type,Revice Date(RD),FP Notice Date,Days from RD to FP Notice Date,,FP Date,Walk in?,Location,AP_EAD AD,Days from RD to AP_EAD AD,485 AD,Days from RD,Days from FP Date to 485 AD,Days from RD to 485 AD
"nonPP, nonCC",NSC,EB1A,9/30/13,10/26/13,26,11/13/13,10/29/13,W,"Santa Clara, CA",11/22/13,53,12/2/13,63,33,63
"PP, nonCC",NSC,EB1A,9/30/13,10/23/13,23,11/13/13,10/29/13,W,"Santa Clara, CA",11/15/13,46,12/2/13,63,33,63
"PP, nonCC",NSC,EB1B,9/26/13,10/23/13,27,11/19/13,11/19/13,No,,11/15/13,50,2/20/14,147,91,147
"PP, nonCC",NSC,EB1A,9/23/13,10/21/13,28,11/6/13,10/25/13,W,"El Monte, CA",11/18/13,55,12/2/13,70,37,70
"nonPP, nonCC",NSC,EB1B,9/23/13,10/19/13,26,11/6/13,10/21/13,W,"Chicago, IL",10/31/13,38,11/21/13,59,30,59
"PP, nonCC",NSC,EB1A,9/20/13,10/21/13,31,11/5/13,11/5/13,No,"Indianapolis, IN",11/13/13,54,2/4/14,137,89,137
"PP, nonCC",NSC,EB1B,9/20/13,10/21/13,31,11/7/13,10/22/13,W,"Cincinnati, OH",11/15/13,55,11/22/13,63,30,63
"PP,nonCC",NSC,EB1A,9/19/13,10/15/13,26,10/31/13,10/18/13,W,"Los Angeles, CA",11/14/13,56,12/13/13,85,59,85
"PP,nonCC",NSC,EB1A,9/19/13,10/15/13,26,,,W,,11/14/13,56,11/22/13,64,,64
"PP, nonCC",NSC,EB1A,9/18/13,10/15/13,27,10/31/13,10/18/13,W,"Oakland, CA",,67,11/25/13,,37,68
nonPP nonCC,NSC,EB1A,9/18/13,10/15/13,27,10/31/13,10/31/13,No,,11/9/13,52,Blessing,1327,,
"PP, nonCC",NSC,EB1B,9/18/13,10/22/13,34,11/4/13,10/31/13,W,"Portland, OR",,,11/18/13,,18,61
"PP, nonCC",NSC,EB1A,9/17/13,10/21/13,34,11/4/13,11/1/13,W,"San Marcos, CA",11/22/13,66,12/9/13,,43,82
"PP, nonCC",NSC,EB1A,9/17/13,10/16/13,29,11/6/13,11/6/13,No,"Los Angeles, CA",11/18/13,62,12/16/13,,40,90
"PP, nonCC",NSC,EB1A,9/17/13,10/16/13,29,10/31/13,10/31/13,No,,11/6/13,50,9/15/14,,315,363
"PP, nonCC",NSC,EB1A,9/17/13,10/10/13,23,10/31/13,10/17/13,W,"Des Moines, IA",11/11/13,55,11/29/13,,43,73
"No PP, non CC",NSC,EB1A,9/16/13,10/10/13,24,11/4/13,11/4/13,No,"Santa Clara, CA",11/7/13,52,12/10/13,,36,85
"PP, nonCC",NSC,EB1B,9/16/13,10/10/13,24,10/28/13,10/23/13,W,"El Monte, CA",11/8/13,53,12/5/13,,43,80
"PP, nonCC",NSC,EB1B,9/12/13,10/9/13,27,10/30/13,10/16/13,W,"San Francisco, CA",11/1/13,50,11/18/13,,32,67
"PP, nonCC",NSC,EB1A,9/11/13,10/15/13,34,10/30/13,10/17/13,W,"Oakland,CA",11/30/13,80,12/6/13,,49,86
"PP, nonCC",NSC,EB1B,9/10/13,10/1/13,21,10/15/13,10/8/13,W,,11/6/13,57,11/4/13,,26,55
"PP, nonCC",NSC,EB1A,9/6/13,10/1/13,25,10/17/20013,10/4/13,W,"Chula Vista, CA",10/10/13,34,11/5/13,,31,60
"PP, nonCC",NSC,EB1B,9/5/13,10/3/13,28,10/24/13,10/10/13,W,"Chicago, IL",11/12/13,68,11/18/13,,38,74
"PP, nonCC",NSC,EB1B,9/5/13,9/21/13,16,10/9/13,9/25/13,W,"San Diego, CA",10/10/13,35,10/31/13,,36,56
"PP, nonCC",NSC,EB1A,9/3/13,,,10/10/13,10/10/13,No,,10/11/13,38,10/28/13,,18,55
"nonPP, nonCC",NSC,EB1C,9/3/13,9/27/13,24,10/17/13,10/17/13,No,,10/9/13,36,12/9/13,,52,97
,,N/A,9/3/13,9/30/13,,10/16/13,10/16/13,No,,,,12/10/13,,54,97
"PP, nonCC",NSC,EB1A,8/27/13,9/11/13,14,10/2/13,9/17/13,W,"San Francisco, CA",10/2/13,36,11/25/13,,68,90
"PP, nonCC",NSC,EB1B,8/27/13,9/14/13,17,10/2/13,9/17/13,W,"Los Angeles, CA",10/14/13,48,1/21/14,,124,147
"nonPP, CC",NSC,EB1B,8/27/13,9/18/13,21,10/2/13,10/2/13,No,"Phoenix, AZ",10/25/13,59,2/4/14,,122,161
"PP, nonCC",NSC,EB1B,8/27/13,9/20/13,23,10/11/13,9/25/13,W,"Milwaukee, WI",10/16/13,50,12/2/13,,67,97
"PP, nonCC",NSC,EB1A,8/26/13,,,10/2/13,10/2/13,No,,10/8/13,43,11/13/13,,41,79
"PP, nonCC",NSC,EB1A,8/26/13,,,,10/4/13,W,,10/1/13,36,11/6/13,,32,72
"nonPP, nonCC",NSC,EB1A,8/23/13,9/17/13,24,10/2/13,10/2/13,No,MI,9/27/13,35,11/20/13,,48,89
PP,NSC,EB1B,8/23/13,9/16/13,23,10/2/13,9/17/13,W,"Seattle, WA",10/8/13,46,10/13/13,,26,51
"PP, nonCC",NSC,EB1B,8/22/13,9/13/13,21,10/7/13,9/23/13,W,"Detroit, MI",10/2/13,41,10/29/13,,36,67
"PP, nonCC",NSC,EB1A,8/21/13,9/12/13,21,10/1/13,10/1/13,No,"Los Angeles, CA",9/24/13,34,10/21/13,,20,61
"PP, nonCC",NSC,EB1A,8/21/13,9/6/13,15,9/27/13,9/27/13,No,"Oakland, CA",,,10/2/13,,5,42
"PP, nonCC",NSC,EB1A,8/15/13,9/12/13,27,10/3/13,9/20/13,W,"Michigan City, IN",9/23/13,39,10/17/13,,27,63
"PP, nonCC",NSC,EB1B,8/12/13,9/6/13,24,9/27/13,9/27/13,No,,9/25/13,44,11/14/13,,47,92
"PP, nonCC",NSC,,8/12/13,9/6/13,24,,9/13/13,W,,9/24/13,43,10/11/13,,28,60
"PP, nonCC",NSC,EB1A,8/9/13,9/5/13,26,9/24/13,9/24/13,No,"Santa Ana, CA",9/23/13,45,11/8/13,,44,89
"PP, nonCC",NSC,EB1A,8/8/13,9/3/13,25,9/18/13,9/3/13,W,"Milwaukee, WI",10/4/13,57,10/25/13,,52,78
"PP, nonCC",NSC,EB1B,8/8/13,9/3/13,25,9/25/13,9/10/13,W,CA,9/12/13,35,12/5/13,,85,119
nonPP,NSC,EB1A,8/7/13,9/4/13,27,9/25/13,9/23/13,W,El Monte,10/10/13,64,10/21/13,,28,75
"PP, nonCC",NSC,EB1A,8/6/13,9/9/13,33,9/24/13,9/24/13,No,"Oakland, CA",9/26/13,51,Blessing,1369,,
"PP, nonCC",NSC,EB1B,8/6/13,9/4/13,28,9/25/13,9/10/13,W,"San Francisco, CA",9/19/13,44,10/3/13,,23,57
"PP, nonCC",NSC,EB1B,8/5/13,,,9/16/13,9/3/13,W,"Detroit, MI",9/2/13,28,10/10/13,,37,66
PP CC,NSC,EB1B,8/2/13,,,,8/28/13,,,9/5/13,34,9/10/13,,12,39
PP,NSC,EB1A,8/1/13,8/28/13,27,9/25/13,9/4/13,W,"Santa Clara, CA",9/3/13,33,10/16/13,,42,76
"PP, nonCC",NSC,EB1A,8/1/13,8/23/13,22,9/13/13,8/30/13,W,,10/7/13,67,10/25/13,,55,85
"nonPP,nonCC",NSC,EB1A-dependent,8/1/13,8/28/13,27,9/18/13,9/18/13,No,"Oakland, CA",9/18/13,48,10/23/13,,35,83
,,,8/1/13,,,,,,,,,10/8/13,,,69
,,,8/1/13,,,,8/22/13,,,,,10/2/13,,,62
PP,NSC,EB1A,7/31/13,8/29/13,29,9/10/13,9/10/13,No,,9/10/13,40,10/18/13,,38,79
"PP, nonCC",NSC,EB1A,7/31/13,8/21/13,21,9/10/13,9/3/13,W,"Oakland, CA",8/30/13,30,10/9/13,,36,70
"PP, CC",NSC,EB1B,7/31/13,8/12/13,12,8/28/13,8/14/13,W,,9/4/13,35,10/11/13,,57,72
"PP, CC",NSC,EB1B,7/30/13,8/12/13,12,8/29/13,8/16/13,W,"SF, CA",9/2/13,34,10/8/13,,53,69
"PP, nonCC",NSC,EB1B,7/30/13,8/26/13,26,9/18/13,8/27/13,W,,,,10/4/13,,38,66
"PP,nonCC",NSC,EB1B,7/29/13,8/31/13,32,9/18/13,9/3/13,W,"OAKLAND,CA",8/30/13,32,10/8/13,,35,71
,,,7/25/13,,,,,,,,,10/3/13,,,70
"PP, nonCC",NSC,EB1A,7/24/13,8/19/13,25,9/5/13,8/21/13,W,,8/20/13,27,10/2/13,,41,70
"PP,nonCC",NSC,EB1A,7/24/13,8/15/13,21,9/5/13,,W,,8/20/13,27,9/3/13,,,41
"non-PP, nonCC",NSC,EB1A,7/22/13,8/9/13,17,8/30/13,8/30/13,No,"Oakland, CA",8/14/13,23,10/23/13,,,93
"PP, nonCC",NSC,EB1A,7/22/13,8/9/13,17,8/30/13,8/30/13,No,"Santa Clara, CA",10/2/13,72,10/9/13,,40,79
"nonPP,nonCC",NSC,EB1A,7/19/13,8/8/13,19,9/4/13,8/14/13,W,"Santa Clara, CA",,,12/6/13,,,137
"non-PP, nonCC",NSC,EB1B,7/19/13,8/5/13,16,8/26/13,8/19/13,W,Tucson AZ,8/22/13,34,10/19/13,,61,92
,,,7/19/13,8/9/13,20,,8/16/13,,,,,8/28/13,,12,40
,,,7/19/13,,,,,,,,,10/21/13,,,94
"PP, nonCC",NSC,EB1B,7/17/13,8/9/13,22,8/26/13,8/14/13,  W,"Seattle, WA",,,9/6/13,,23,51
,,,7/17/13,,,,8/16/13,,,8/21/13,35,9/6/13,,21,51
"PP, CC",NSC,EB1B,7/16/13,7/24/13,8,8/20/13,8/1/13,W,"Santa Clara, CA",8/21/13,36,10/2/13,,61,78
"PP, nonCC",NSC,EB1A,7/12/13,8/2/13,20,8/22/13,8/22/13,No,"Indianapolis, IN",8/12/13,31,10/21/13,,59,101
,,,7/12/13,8/1/13,19,,8/13/13,,,8/13/13,32,8/28/13,,15,48
"PP, no CC",NSC,EB1A,7/11/13,8/1/13,20,8/22/13,8/6/13,W,,9/18/13,69,10/17/13,,71,98
"PP, nonCC",NSC,EB1A,7/10/13,8/8/13,28,8/22/13,8/9/13,W,,N/A,,8/20/13,,11,40
"PP, nonCC",NSC,EB1B,7/10/13,8/8/13,28,9/4/13,8/14/13,W,"San Francisco, CA",8/14/13,35,11/21/13,,99,134
"PP, nonCC",NSC,EB1B,7/10/13,8/2/13,22,8/23/13,8/23/13,No,"San Diego, CA",8/15/13,36,10/22/13,,59,103
PP,NSC,EB1B,7/10/13,8/8/13,28,8/29/13,8/29/13,N,,8/8/13,29,10/23/13,,54,105
,NSC,,7/10/13,,,,8/19/13,,,,,10/1/13,,43,81
"PP, nonCC",NSC,EB1A,7/9/13,7/26/13,17,8/14/13,8/1/13,W,"Oakland, CA",8/8/13,30,2/12/14,,188,218
PP,NSC,EB1B,7/8/13,,,8/14/13,8/14/13,No,"Las Vegas, NV",8/15/13,38,9/3/13,,20,54
"PP, nonCC",NSC,EB1A,7/5/13,8/7/13,32,8/22/13,8/12/13,W,"SAN MARCOS, CA",8/7/13,33,9/5/13,,24,62
"PP, nonCC",NSC,EB1B,7/5/13,7/29/13,24,8/14/13,7/30/13,    W,,8/2/13,28,10/21/13,,83,108
"PP, nonCC",NSC,EB1B,7/5/13,8/8/13,33,8/23/13,8/9/13,W,"San Diego,CA",,,8/28/13,,19,54
"PP, nonCC",NSC,EB1A,7/3/13,8/5/13,32,8/27/13,8/9/13,    W,"Santa Clara, CA",8/16/13,44,1/15/14,,159,196
"PP, nonCC",NSC,EB1A,7/3/13,7/29/13,26,8/13/13,8/8/13,W,"Seattle, WA",8/20/13,48,10/17/13,,69,105
"PP, nonCC",NSC,EB1A,7/3/13,7/24/13,21,8/20/13,8/20/13,No,"Santa Clara, CA",8/8/13,36,10/15/13,,56,104
"PP, nonCC",NSC,EB1A,7/2/13,8/1/13,29,8/15/13,8/2/13,W,,N/A,,8/23/13,,21,51
"PP, nonCC",NSC,EB1A,7/2/13,7/29/13,27,8/15/13,7/31/13,W,"Cincinnati, OH",8/1/13,30,8/21/13,,21,49
"PP, nonCC",NSC,EB1B,7/2/13,8/5/13,33,8/22/13,8/6/13,W,"Cincinnati, OH",8/15/13,44,1/9/14,,151,187
,NSC,,7/2/13,7/29/13,27,8/13/13,7/30/13,W,"San Francisco,CA",7/31/13,29,10/21/13,,81,111
PP,NSC,EB1A,6/28/13,7/29/13,31,8/14/13,7/30/13,W,,8/12/13,45,8/14/13,47,15,47
CC,NSC,EB1A,6/28/13,7/23/13,25,8/15/13,8/5/13,W,"Chicago, IL",8/26/13,59,Blessing,1407,,
nonPP,NSC,EB1A,6/28/13,7/23/13,25,8/1/13,7/24/13,W,"Idaho falls, ID",7/31/13,33,10/1/13,95,67,93
"PP, nonCC",NSC,EB1A,6/27/13,7/17/13,20,8/6/13,7/23/13,W,WA,8/1/13,35,8/17/13,51,25,50
"PP, nonCC",NSC,EB1B,6/25/13,7/17/13,22,8/5/13,7/23/13,W,"Oakland, CA",7/23/13,28,8/28/13,64,36,63
"PP, nonCC",NSC,EB1A,6/24/13,7/17/13,23,8/7/13,7/23/13,W,,8/14/13,51,8/28/13,65,36,63
"PP, nonCC ",NSC,EB1A,6/24/13,7/15/13,21,8/2/13,8/2/13,N,,8/8/13,45,8/20/13,57,18,56
"PP, nonCC",NSC,EB1A,6/21/13,7/17/13,26,8/2/13,8/2/13,N,,8/14/13,54,9/12/13,83,41,83
"PP, nonCC",NSC,EB1A,6/21/13,7/17/13,26,8/7/13,7/23/13,W,,8/12/13,52,8/28/13,68,36,67
"PP, nonCC",NSC,EB1B,6/21/13,7/17/13,26,8/7/13,8/7/13,N,,7/23/13,32,8/27/13,67,20,66
"PP, nonCC",NSC,EB1A,6/18/13,7/11/13,23,8/7/13,7/19/13,W,"Santa Clara, CA",,,10/10/13,114,81,112
"PP, nonCC",NSC,EB1A,6/18/13,7/10/13,22,8/6/13,7/18/13,W,,7/15/13,27,8/5/13,48,18,47
,,,6/15/13,,,,7/25/13,,,,,8/26/13,72,32,72
"PP, nonCC",NSC,EB1A,6/14/13,7/4/13,20,7/25/13,7/25/13,No,,8/7/13,54,8/16/13,63,22,63
,NSC,EB1B,6/14/13,,,,7/19/13,,,,,8/26/13,73,38,73
"PP, nonCC",NSC,EB1B,6/13/13,7/10/13,27,7/31/13,7/16/13,W,"Kansas City, MO",7/25/13,42,7/30/13,47,14,47
"PP, nonCC",NSC,EB1A,6/12/13,7/4/13,22,7/25/13,7/25/13,No,"Kansas City, MO",7/17/13,35,8/20/13,69,26,69
"PP, nonCC",NSC,EB1B,6/11/13,7/12/13,31,8/1/13,8/1/13,No,"San Jose, CA",7/17/13,36,8/23/13,73,22,72
"nonPP, nonCC",NSC,EB1B,6/7/13,6/12/13,5,7/22/13,7/22/13,No,"Santa Clara, CA",7/17/13,40,8/20/13,74,29,73
"PP,nonCC",NSC,EB1A,6/6/13,7/5/13,29,7/18/13,7/18/13,No,,7/17/13,41,9/9/13,95,52,93
"PP, nonCC",NSC,EB1A,6/6/13,7/5/13,29,7/22/13,7/22/13,No,,8/2/13,57,8/19/13,74,28,73
nonPP,NSC,EB1A,6/3/13,6/24/13,21,7/10/13,7/5/13,    W,"San Diego, CA",7/8/13,35,8/14/13,72,39,71
"PP, nonCC",NSC,EB1A,6/3/13,6/24/13,21,7/11/13,6/26/13,W,"San Francisco, CA",7/9/13,36,7/23/13,50,27,50
"PP, CC",NSC,EB1B,5/30/13,,#REF!,7/3/13,6/20/13,W,"Aurora, CO",,,7/19/13,50,29,49
"PP, nonCC",NSC,EB1B,5/24/13,6/14/13,20,7/10/13,6/21/13,W,"Santa Clara, CA",,,8/9/13,77,49,77
,NSC,EB1B,5/23/13,6/14/13,21,7/5/13,6/24/13,W,,7/8/13,46,,,,
"PP, nonCC",NSC,EB1B,5/21/13,6/17/13,26,7/1/13,6/19/13,W,,7/1/13,41,7/16/13,,27,55
"PP, nonCC",NSC,EB1B,5/20/13,6/15/13,25,7/3/13,7/3/13,No,"Oakland, CA",7/16/13,57,8/29/13,,57,101
"PP, nonCC",NSC,EB1B,5/20/13,6/24/13,34,7/3/13,7/3/13,No,,6/28/13,39,8/20/13,,48,89
"PP, nonCC",NSC,EB1B,5/20/13,6/15/13,25,7/3/13,6/17/13,W,"Santa Clara, CA",7/16/13,57,7/18/13,,31,58
,,EB2B,5/20/13,6/13/13,23,6/26/13,6/26/13,,,,,Blessing,1445,,
"PP, nonCC",NSC,EB1B,5/18/13,6/18/13,30,7/3/13,6/25/13,W,,7/11/13,54,8/21/13,,57,95
"PP, nonCC",NSC,EB1A,5/17/13,6/6/13,19,6/27/13,6/27/13,No,,6/24/13,38,7/23/13,,26,66
"PP, nonCC",NSC,EB1B,5/17/13,6/12/13,25,7/3/13,7/3/13,No,"Portland, OR",,,7/23/13,,20,66
,NSC,EB1A,5/15/13,,,,6/27/13,,,,,8/19/13,,53,97
"PP, nonCC",NSC,EB1A,5/14/13,6/5/13,21,7/1/13,6/11/13,W,"Seattle, WA",6/17/13,34,7/25/13,,44,71
"PP, nonCC",NSC,,5/13/13,6/5/13,22,6/26/13,6/10/13,W,"Dallas, TX",6/8/13,26,7/15/13,,35,62
"PP, non CC",NSC,EB1A,5/10/13,,,,6/5/13,W,,,,7/19/13,,44,69
"PP, nonCC",NSC,EB1B,5/10/13,7/10/13,60,7/31/13,7/31/13,No,,,,10/10/13,,70,150
"PP, nonCC",NSC,EB1B,5/10/13,6/4/13,24,7/1/13,6/11/13,W,"Santa Clara, CA",6/13/13,34,7/12/13,,31,62
"PP, non CC",NSC,EB1A,5/9/13,6/4/13,25,6/25/13,6/13/13,W,,6/19/13,41,8/13/13,,61,94
"PP, non CC",NSC,EB1A,5/8/13,5/30/13,22,6/20/13,6/20/13,No,"Oakland, CA",6/11/13,34,8/8/13,,48,90
"PP, non CC",NSC,EB1B,5/7/13,6/8/13,31,6/13/13,6/13/13,No,,6/10/13,34,7/16/13,,33,69
"PP, non CC",NSC,EB1A,5/6/13,6/26/13,50,7/17/13,7/17/13,No,"Naperville, IL",7/8/13,63,8/13/13,,26,97
"nonPP, nonCC",NSC,EB1B,5/6/13,,,,6/20/13,,,,,9/3/13,,73,117
"non-PP, CC",NSC,EB1B,5/6/13,5/30/13,24,6/20/13,6/20/13,No,,6/13/13,38,8/28/13,,68,112
"PP, non CC",NSC,EB1B,5/6/13,5/30/13,24,6/20/13,6/4/13,W,,6/5/13,30,6/28/13,,24,52
"PP, non CC",NSC,EB1A,5/3/13,5/27/13,24,6/13/13,5/31/13,W,El monte,6/7/13,35,6/28/13,,28,55
"PP, non CC",NSC,EB1B,5/3/13,5/22/13,19,6/6/13,6/4/13,W,"San Diego, CA",5/30/13,27,7/15/13,,41,72
"PP, non CC",NSC,EB1B,4/30/13,5/30/13,30,6/20/13,6/20/13,No,"Indianapolis, IN",6/3/13,34,7/22/13,,32,82
"PP, non CC",NSC,EB1A,4/29/13,5/25/13,26,6/11/13,5/29/13,W,"Santa Ana, CA",6/5/13,37,6/10/13,,11,41
,NSC,EB1B,4/29/13,5/15/13,16,6/5/13,6/5/13,No,,6/1/13,33,7/1/13,,26,62
,NSC,,4/29/13,,,6/13/13,6/13/13,No,,,,8/16/13,,63,107
"PP, non CC",NSC,EB1A,4/26/13,5/17/13,21,6/7/13,5/28/13,W,,,,6/17/13,,19,51
"PP, non CC",NSC,EB1B,4/26/13,5/24/13,28,6/10/13,6/4/13,W,"San Diego, CA",5/28/13,32,10/9/13,,125,163
non PP,NSC,EB1A,4/25/13,5/25/13,30,6/6/13,5/29/13,W,"Seattle, WA",5/29/13,34,7/23/13,,54,88
"PP, non CC",NSC,EB1B,4/25/13,5/24/13,29,6/17/13,5/28/13,W,"Santa Clara, CA",6/6/13,42,6/10/13,,12,45
,NSC,,4/24/13,,,6/4/13,5/16/13,W,,5/16/13,22,6/6/13,,20,42
PP,nsc,EB1B,4/23/13,,,5/20/13,5/20/13,W,HONOLULU,6/17/13,55,7/31/13,,71,98
"PP, non CC",NSC,EB1A,4/22/13,5/9/13,17,6/6/13,5/22/13,W,"Indianapolis, IN",5/17/13,25,6/25/13,,33,63
"PP, non CC",NSC,EB1A,4/22/13,5/8/13,16,6/3/13,6/3/13,No,"Santa Clara, CA",N/A,,7/1/13,,28,69
"PP, non CC",NSC,EB1A,4/22/13,5/6/13,14,5/28/13,5/28/13,No,,5/21/13,29,10/22/13,,144,180
"PP, non CC",NSC,EB1B,4/22/13,5/18/13,26,6/6/13,5/22/13,W,"St Louis, MO",,,7/2/13,,40,70
"PP, non CC",NSC,EB1B,4/20/13,5/3/13,13,5/29/13,5/29/13,No,,5/20/13,30,6/28/13,,29,68
"PP, non CC",NSC,EB1B,4/19/13,5/16/13,27,6/13/13,6/10/13,W,"Seattle, WA",N/A,,10/4/13,,114,165
"PP, non CC",NSC,EB1A,4/18/13,5/16/13,28,6/6/13,6/6/13,No,,5/17/13,29,7/9/13,,33,81
"PP, non CC",NSC,EB1A,4/16/13,5/9/13,23,6/6/13,6/6/13,No,,5/20/13,34,7/19/13,,43,93
"PP, non CC",NSC,EB1B,4/16/13,5/9/13,23,6/6/13,6/6/13,No,,5/16/13,30,7/10/13,,34,84
"PP, non CC",NSC,EB1A,4/15/13,5/8/13,23,5/29/13,5/14/13,W,"Phoenix, AZ",5/16/13,31,6/7/13,,23,52
"PP, non CC",NSC,EB1A,4/12/13,5/4/13,22,5/22/13,5/22/13,No,,5/16/13,34,7/12/13,,50,90
"PP, non CC",NSC,EB1B,4/12/13,5/6/13,24,5/30/13,5/10/13,W,,5/13/13,31,6/5/13,,25,53
,NSC,EB1A,4/11/13,5/5/13,24,5/22/13,5/22/13,No,,5/15/13,34,7/12/13,,50,91
"PP, non CC",NSC,EB1A,4/11/13,5/2/13,21,5/20/13,5/7/13,W,,6/4/13,54,6/10/13,,33,59
"PP, non CC",NSC,EB1A,4/10/13,5/2/13,22,5/21/13,5/21/13,No,,,,7/30/13,,69,110
"PP, non CC",NSC,EB1A,4/10/13,5/1/13,21,5/21/13,5/21/13,No,,6/5/13,56,6/24/13,,33,74
,NSC,,4/9/13,,,,5/22/13,,,6/19/13,71,6/20/13,,28,71
,NSC,,4/8/13,5/4/13,26,5/22/13,5/22/13,No,,,,7/22/13,,60,104
"PP, non CC",NSC,EB1A,4/4/13,4/29/13,25,5/15/13,4/30/13,W,"Michigan City, IN",5/15/13,41,5/28/13,,28,54
"PP, non CC",NSC,EB1A,4/3/13,4/25/13,22,5/15/13,5/1/13,W,"Detroit, MI",5/14/13,41,6/12/13,,41,69
"PP, non CC",NSC,EB1A,4/2/13,4/18/13,16,5/7/13,4/22/13,W,,,,5/16/13,,24,44
,NSC,,4/2/13,4/30/13,28,5/16/13,5/16/13,No,,,,6/7/13,,21,65
"nonPP, CC",NSC,NIW ROW,4/1/13,4/22/13,21,5/8/13,4/23/13,W,"St Louis, MO",5/1/13,30,5/6/13,,13,35
,NSC,,3/29/13,,,,,,,,,5/29/13,,,60
"nonPP, nonCC",NSC,EB1B,3/22/13,,,5/9/13,5/9/13,No,"SD, CA",5/7/13,46,12/20/13,,221,268
"PP, non CC",NSC,EB1B,3/22/13,4/18/13,26,5/2/13,5/2/13,No,,5/9/13,48,6/28/13,,56,96
"PP, non CC",NSC,EB1B,3/22/13,,,,5/7/13,W,"St. Louis, MO",,,Blessing,1503,,
"PP, non CC",NSC,EB1B,3/21/13,4/18/13,27,5/9/13,5/9/13,No,,4/30/13,40,6/3/13,,24,72
,NSC,,3/21/13,4/9/13,18,5/3/13,5/3/13,,,5/3/13,43,6/4/13,,31,73
,NSC,,3/19/13,,,,4/23/13,,,5/19/13,61,Blessing,1506,,
"PP, non CC",NSC,EB1A,3/18/13,4/18/13,30,5/6/13,4/23/13,W,,4/25/13,38,5/24/13,,31,66
"PP, non CC",NSC,EB1A,3/15/13,4/17/13,32,5/15/13,5/15/13,,,5/15/13,61,7/2/13,,47,107
"PP, CC",NSC,EB1B,3/12/13,3/15/13,3,4/4/13,4/4/13,No,,5/2/13,51,5/16/13,,42,64
"PP, non CC",NSC,EB1B,3/12/13,4/12/13,30,5/8/13,5/8/13,No,,5/17/13,66,5/29/13,,21,77
"PP, non CC",NSC,EB1B,3/12/13,4/8/13,26,4/30/13,4/15/13,W,,,,4/29/13,,14,47
"PP, non CC",NSC,EB1A,3/8/13,4/3/13,25,4/30/13,4/17/13,W,"Detroit, MI",4/17/13,40,5/8/13,,21,60
"add PP, CC",NSC,EB1B,3/7/13,4/8/13,31,4/24/13,4/24/13,No,,4/22/13,46,7/24/13,,90,137
"PP, non CC",NSC,EB1A,3/6/13,4/1/13,25,4/19/13,4/10/13,W,,4/12/13,37,7/10/13,,90,124
"PP, non CC",NSC,EB1B,3/6/13,3/27/13,21,4/20/13,4/5/13,W,,4/9/13,34,4/19/13,,14,43
"non-PP, nonCC",NSC,EB1A,3/4/13,3/26/13,22,4/16/13,4/16/13,,,4/10/13,37,5/3/13,,17,59
"PP, CC",NSC,EB1B,2/28/13,3/30/13,30,4/16/13,4/3/13,    W,,,,6/26/13,,83,116
"PP, non CC",NSC,EB1B,2/28/13,3/30/13,30,4/15/13,4/15/13,No,,4/9/13,40,4/26/13,,11,56
,NSC,,2/28/13,,,4/15/13,4/30/13,,,3/30/13,30,6/19/13,,49,109
"PP, non CC",NSC,EB1A,2/27/13,3/26/13,29,4/19/13,4/3/13,W,,,,5/16/13,,43,79
"PP,non CC",NSC,EB1A,2/27/13,,,,3/25/13,W,,,,4/18/13,,23,51
non PP,NSC,EB1B,2/25/13,,,,3/11/13,,"Okland,CA",4/15/13,49,10/1/13,,200,216
"PP, non CC",NSC,EB1A,2/22/13,3/20/13,28,4/12/13,4/12/13,,,4/3/13,40,4/23/13,,11,61
"PP, nonCC",NSC,EB1A,2/21/13,3/20/13,29,4/16/13,4/16/13,,,,,5/17/13,,31,86
"PP, non CC",NSC,EB1A,2/19/13,3/16/13,27,4/5/13,4/5/13,,,3/25/13,34,3/31/14,,356,402
non CC,NSC,EB1A,2/15/13,,,,3/21/13,,,,,4/5/13,,14,50
"PP, non CC",NSC,EB1B,2/15/13,3/11/13,26,4/1/13,3/15/13,W,,3/26/13,39,4/10/13,,25,55
"PP, non CC",NSC,EB1A,2/8/13,3/6/13,28,3/22/13,3/22/13,,,3/2/13,22,5/31/13,,69,113
"PP, non CC",NSC,EB1B,2/7/13,3/6/13,29,3/28/13,3/12/13,W,"York, PA",3/2/13,23,5/7/13,,55,90
PP. non CC,NSC,EB1A,2/5/13,2/27/13,22,3/20/13,3/7/13,W,,3/7/13,30,3/18/13,,11,43
nonPP. non CC,NSC,EB1B,1/28/13,2/20/13,22,3/14/13,2/22/13,W,,2/25/13,28,4/1/13,,39,63
"PP, non CC",NSC,EB1B,1/28/13,2/25/13,27,3/14/13,2/28/13,W,,,,3/26/13,,26,58
PP CC,NSC,EB1B,1/28/13,2/6/13,8,3/6/13,2/13/13,W,,2/18/13,21,2/25/13,,12,27
nonPP. non CC,NSC,EB1C,1/28/13,3/13/13,45,,3/13/13,,,2/21/13,24,3/28/13,,15,60
PP. non CC,NSC,EB1A,1/25/13,2/15/13,20,,2/20/13,W,,2/25/13,31,3/25/13,,35,60
PP. non CC,NSC,EB1A,1/24/13,2/21/13,27,3/7/13,2/22/13,W,,2/21/13,28,4/4/13,,42,70
nonPP. non CC,NSC,EB1B,1/24/13,,,,2/22/13,W,,2/14/13,21,3/15/13,,23,51
"PP, non CC",NSC,EB1B,1/24/13,2/12/13,18,,3/11/13,,,,,3/22/13,,11,58
